id;stock
211022;2374
211023;4705
211024;1397
211025;7725
211027;7217
211028;2208
211029;4388
211030;9746
211031;1900
211032;6458
211033;5643
211034;7813
211035;5299
211036;6791
211037;7417
211038;7322
211039;4688
211040;4482
211041;4687
211042;4340
211043;829
211044;3354
211045;3907
211046;4060
211047;8584
211048;242
211049;5955
211050;7423
211051;7056
211052;3199
211053;7489
211054;7120
211055;7443
211056;878
211058;866
211059;3528
211060;9899
211061;9974
211062;9004
211063;629
211064;7570
211065;5414
211066;2214
211067;1656
211068;7183
211069;952
211070;8908
211071;894
211072;8893
211073;5384
211074;5367
211075;6885
211076;4080
211077;2649
211078;1549
211081;9329
211082;8294
211083;3874
211084;3208
211085;5696
211086;2895
211087;3384
211088;5051
211089;2547
211090;1636
211091;2373
211092;3581
211093;2841
211094;8607
211095;6985
211096;5685
211097;3765
211098;7810
211099;541
211100;1226
211101;8314
211102;8144
211103;2629
211104;9332
211105;2412
211108;4772
211109;5124
211110;9486
211111;5793
211112;8152
211113;3352
211114;6818
211115;9546
211116;5173
211117;4919
211118;8437
211119;57
211120;4954
211121;7563
211122;4273
211123;4938
211124;1228
211125;2397
211126;2432
211127;4651
211128;172
211129;9311
211130;1200
211131;207
211132;3077
211133;1634
211134;4772
211135;4355
211136;8977
211137;4366
211138;5103
211139;8932
211140;6457
211141;581
211142;8110
211143;8710
211144;7691
211145;644
211146;2682
211147;5417
211148;9478
211149;2452
211150;8939
211151;7141
211152;8162
211153;2715
211154;4343
211155;832
211156;848
211157;6622
211158;2596
211159;7365
211160;2858
211161;8199
211162;9963
211163;4173
211164;7754
211165;5204
211166;8795
211167;7883
211168;2656
211170;5024
211171;1654
211172;1901
211173;6178
211174;8133
211176;9224
211177;1880
211178;1082
211179;948
211180;245
211182;8692
211186;3992
211187;7783
211192;6727
211193;8333
211194;1009
211195;3724
211199;3707
2112;7551
211200;9545
211201;2446
211202;6227
211203;5436
211204;9708
211206;3441
211208;119
211209;566
211212;6866
211214;5224
211216;6739
211218;4920
211219;4663
211220;9777
211221;4870
211226;7790
211230;7707
211231;3482
211234;948
211236;7098
211237;8029
211238;9240
211240;5956
211244;2542
211245;6278
211248;8715
211249;4502
211250;1493
211251;4210
211252;6516
211254;5785
211255;9023
211256;1779
211257;157
211258;5316
211259;8034
211260;7311
211261;3060
211262;6917
211263;4635
211264;4734
211265;3362
211266;4115
211267;6744
211268;6077
211269;9728
211270;5882
211271;4489
211272;3847
211274;4597
211275;9498
211276;9254
211277;3105
211278;8410
211280;3946
211281;4842
211282;8918
211283;9600
211284;864
211286;6851
211287;454
211288;7336
211289;6923
211290;6387
211291;5552
211292;1472
211293;7691
211298;6442
2113;5603
211302;1775
211303;1151
211310;3837
2115;2960
2116;4971
2117;8618
212002;4610
212004;7280
212005;4713
212006;4070
212007;895
212009;1087
212011;207
212012;6925
212013;4387
212014;3835
212015;7731
212016;2065
212017;8625
212018;4119
212019;2379
212020;5732
212022;1361
212023;3031
212024;3820
212025;7340
212026;8006
212027;1314
212028;6394
212029;5386
212030;3383
212031;1934
212032;4448
212033;3296
212034;5469
212035;5968
212036;3751
2121;7338
2122;6135
2123;8668
2124;6649
2125;9392
2127;4573
2129;775
2130;7687
213003;7356
213004;1299
213005;1020
213006;4278
213007;2558
213008;4860
213009;6955
213010;8450
213011;8446
213012;8354
213013;410
213014;8303
213015;6841
213016;1637
213017;3309
213018;4877
213019;7312
213020;8963
213021;9558
213022;240
213023;1267
213024;2795
213025;1791
213026;7210
213027;2107
213028;8949
213029;5103
213030;1591
213031;7885
213032;5961
213033;516
213034;8215
213035;4941
213036;1204
213037;2848
213038;5678
213039;5980
213040;4389
213041;2873
213042;4701
213043;5005
213044;2349
213045;9843
213046;5693
213047;9050
213048;4522
213049;668
213050;7639
213051;4144
213052;3388
213053;3164
213054;9456
213055;5619
213056;5900
213057;201
213058;6502
213059;8396
213060;577
213061;7514
213062;5757
213063;902
213064;4697
213065;5663
213066;7505
213067;3685
213068;7337
213069;9697
213070;3336
213071;8371
213072;52
213073;7568
213074;1767
213075;7718
213076;9842
213077;7543
213079;9380
213080;7930
213081;2643
213082;6435
213083;6627
213084;7384
213085;808
213086;3984
213087;785
213088;2731
213089;3416
213090;118
213091;3815
213092;2573
213093;4523
213094;7004
213095;6189
213096;608
213097;1847
213098;749
213099;8435
213100;7170
213101;8417
213102;8436
213103;9111
213104;9610
213105;3480
213106;4926
213107;5091
213108;2895
213109;943
213110;264
213111;7109
213112;822
213113;5015
213114;4865
213115;3249
213116;3793
213117;7330
213118;3127
2132;2155
2133;6122
2136;7541
2138;9367
2140;8775
214005;2973
214006;1161
214007;5029
214008;6962
214010;197
214014;4729
214015;1037
214023;7185
214025;9941
214027;8382
214029;173
214031;2481
214033;1741
214034;724
214035;4147
214036;8846
214037;2542
214038;237
214039;6488
214040;1983
214042;7145
214043;6075
2143;8568
2144;3717
2145;9164
2146;7415
2147;4161
2149;5608
215002;3308
215004;8843
215005;3557
215006;9751
215007;8641
215008;9494
215009;694
215011;4719
215012;2799
215014;1804
215015;1448
215019;6452
215020;3663
215021;826
215022;133
215023;1083
215025;6427
215026;3815
215027;6585
215028;1926
215029;3578
215030;3554
215031;980
215032;245
215033;6310
215035;6148
215036;4058
215037;6760
215038;3943
215039;5764
215040;7311
215041;4368
215043;7584
215044;6737
215045;367
2152;9479
2153;4155
2154;2463
2157;7119
2160;299
216003;3998
216004;2833
216005;8964
216006;3249
216007;680
216008;3149
2161;3301
2163;4613
2165;9849
2166;63
2167;3285
2169;2759
217031;4066
217032;6158
217034;7656
217035;670
217036;3017
217038;5900
217039;8138
217040;8764
217041;8910
217042;8841
217043;2181
217045;1851
217046;7205
217047;5903
217048;9803
217049;2293
217050;3923
217051;5685
217052;9758
217053;2220
217054;1251
217055;5652
217056;1791
217057;6992
217058;2098
217059;630
217061;1788
217062;2679
217063;6759
217064;6586
217066;335
217067;7945
217069;3794
217070;1524
217071;9747
217072;233
217073;7536
217074;9213
217075;2982
217076;2311
217077;5348
217078;204
217079;9390
217080;632
217081;9293
217082;121
217083;4674
2172;258
2174;6771
2175;9774
2178;2389
2179;2419
218002;925
218003;6785
218004;2828
218005;3378
218006;4146
218007;4721
218008;3786
218010;1663
218011;1858
218012;9892
2182;6447
2186;3815
2187;9301
2190;4269
219005;9121
219006;6351
2191;6071
2192;7183
2196;1345
2200;2977
220002;1988
220003;566
220004;4453
220005;3733
220006;3506
220007;6049
220008;6389
220009;3471
220010;9557
220011;479
220012;6263
220013;611
220014;8061
220015;457
220016;7215
220017;6756
220018;999
220019;6984
220020;4192
220021;5521
220022;7362
220023;7776
220024;4127
220025;263
220026;8990
220027;944
220028;6715
220029;2238
22003;1364
220030;3249
220031;8660
220032;4551
220033;7825
220034;9580
220035;2885
220036;2128
220037;9477
220038;8355
220039;1538
22004;4248
220040;994
22007;3632
22008;9394
2201;824
22013;1270
22014;7975
2202;4391
22024;5531
22028;5169
22030;8521
22033;1459
2204;4567
22046;5283
2205;1979
22058;6161
2206;148
22065;3862
2208;6587
22082;51
22085;8072
22088;3420
2209;8402
22097;2127
221002;6918
221004;3788
221005;2304
221006;9835
2211;9055
22110;5514
22112;557
2212;182
22125;8275
22126;469
22127;5723
22128;358
22129;8501
22130;7003
22139;8898
2214;2758
22141;6183
22142;2876
22144;4593
22146;497
22147;7788
22148;6143
22149;7859
2215;6781
22150;6219
22151;6705
22152;333
22154;824
22155;1944
22156;4549
22157;4328
22158;8759
22159;3731
2216;7606
22160;7784
22161;5594
22162;859
22163;1112
22164;1967
22165;4768
22166;6799
22167;2031
22168;6646
22169;9002
2217;4580
22170;7750
22171;6939
22172;8922
22173;1425
22174;5855
22175;146
22176;6449
22177;5780
22178;8422
22179;4223
22180;5817
22181;345
22183;9989
22184;4700
22185;9545
22186;6501
2219;4551
222002;4996
222003;2838
222004;8746
222005;9336
222006;4621
2221;856
2224;8924
2225;3188
2227;7614
2228;2923
2229;5722
2230;5112
223002;5858
223003;4363
223004;546
223005;2409
223006;3120
223007;3870
2232;1737
224002;6041
224003;2018
224004;7000
224005;3718
224006;4709
224007;1589
224008;5699
2242;7472
2243;5115
2244;4378
2246;197
2247;9359
2250;1049
225001;9161
225007;1672
225008;761
225015;3512
225016;1878
225029;5126
225046;385
225057;8702
225080;3720
225081;9648
2251;3828
225160;3606
225178;4128
2252;5167
2253;4187
225472;9230
225746;2634
225755;6075
2270;7910
2271;7767
2272;1484
2274;7448
2277;968
2278;9545
2280;8212
2282;7654
2284;1585
2285;7063
2286;3339
2287;9078
2288;7297
2290;5449
2292;6738
23006;3675
23007;6865
23008;8032
23009;867
23011;244
23012;2951
23013;6230
23014;4324
23016;2510
23017;1785
23018;575
23019;127
23020;5915
23021;1863
23025;8603
23026;5291
23027;6722
23028;8705
23029;2222
23030;1808
23032;863
23034;3251
23035;3753
23037;8197
23039;4064
23041;7503
23046;5888
23050;4310
23051;3689
23053;6038
23059;6532
23063;7866
23065;1778
23066;9212
23073;5040
23075;9288
23076;1715
23079;9339
23080;2223
23086;2733
23091;872
23095;4952
23097;2784
2310;5497
23100;8770
23103;6029
23104;4974
23106;8751
23107;3388
2311;9374
23110;5767
231110;3435
231136;4313
2312;6803
23120;9237
23121;8974
23122;128
23123;4886
23125;3288
23126;1423
23127;4575
2313;6035
23131;8932
23132;7534
23134;4037
23135;50
23136;4185
2314;7911
23143;4163
23145;7078
2315;5407
23150;3039
23151;5477
23163;3153
23165;4914
23166;4554
23167;7708
23169;5324
23170;5294
23171;472
23172;4233
23173;5053
23174;5632
23175;5352
23176;1333
23177;7911
23178;8186
23179;3138
2318;8308
23180;142
23181;5958
23182;4807
23183;8088
23184;3650
23185;4191
23186;3649
23188;4213
23189;1706
2319;7842
23191;7200
2321;6194
2322;5908
2323;5593
2327;3155
2332;4940
2333;4910
2334;1150
2337;8585
2338;3380
2339;9860
2341;4781
2342;9520
2343;7115
2344;3702
2346;7409
2347;544
2348;6466
2349;5671
2350;5718
2351;2913
2353;9332
2354;657
2356;1462
2366;5030
2368;5007
2370;723
2372;1965
2373;3429
2374;4486
2375;9447
2376;7604
2380;548
2381;3746
2384;1752
2385;8571
2386;3864
2387;2509
2389;510
2391;8897
2392;6630
2393;4360
2396;1616
24003;5375
24005;5834
24006;8798
24007;1328
24008;3330
24009;5444
24012;5474
24014;4237
24017;2533
24018;7793
2402;5989
24021;6769
24022;1307
24023;8712
24024;2859
24028;7903
24033;7543
24034;7902
24037;9877
24039;899
2404;6630
24040;7776
24047;5879
24048;9793
24049;7799
2405;7817
24050;4132
24051;6383
24053;7576
24058;9154
2406;2507
24061;946
2407;4128
24072;8066
24073;4226
24074;9881
24076;5438
24077;8176
2408;5301
2409;343
24092;4178
24099;4140
2410;540
24106;8792
24108;3445
2411;2005
24113;3340
24115;9736
2412;3034
24127;3335
24128;7740
24130;8310
24131;7394
24132;7944
24133;5964
24134;3731
24135;2580
24137;4466
24139;7300
2414;8916
24140;1913
24143;3804
24148;4621
24149;8611
24150;5618
24151;3642
24152;9823
24155;9539
24156;9497
24157;8973
24158;7245
2416;625
24160;2133
24161;5500
24162;4065
24163;1263
24164;9164
24166;8235
24167;5447
24168;4906
2417;7957
24171;1324
24176;7482
24177;553
2418;5410
24180;7013
24182;3368
24183;7963
24184;9632
24185;200
24186;827
24187;6074
24188;596
24189;1907
24190;3076
24191;7932
24192;7963
24193;7462
24194;6177
24195;4224
24196;4955
24199;4551
2420;1879
24200;1328
24201;1613
24202;1025
24203;6174
24205;7784
24206;1991
24207;126
24208;6548
24209;1695
2421;7807
24211;1729
24212;1213
24213;7462
24214;4971
24215;7222
24216;3842
24217;7649
24218;7807
24219;4010
2422;6080
24220;8813
24221;9251
24222;1191
243017;9005
250014;9553
250015;3835
25002;785
250021;3338
250022;2423
250023;910
250024;5869
250025;4571
250026;9953
250030;5395
250031;7877
250032;6237
250033;7272
250034;1572
250037;6564
250038;8152
250039;4443
250040;8506
250042;6717
250043;7363
250045;9112
250046;9318
250048;743
25005;281
250050;9395
250051;3059
250052;2366
250053;3324
250054;5629
250055;6236
250056;5448
250057;4801
250058;2717
250059;7359
250060;7371
250061;766
250062;8810
250063;7694
250064;4466
250065;7160
250066;8267
250070;5178
250071;8002
250072;2676
250073;1542
250074;1796
250075;4762
250076;8610
250077;7019
250078;4386
250080;1119
250081;1321
250086;3234
250087;5107
250088;1796
250089;3859
250090;4459
250093;8174
250094;2244
250098;1138
250104;9478
250107;9999
250108;9583
250109;600
250110;5141
250111;7307
250113;9961
250114;5570
250115;4706
250116;1906
250117;9833
250118;8132
250119;5999
250120;5160
250122;3060
250124;3650
250125;6743
250134;4296
250137;8446
250138;5520
250139;859
250140;4307
250142;3899
250143;7163
250144;3046
250147;711
250148;8970
250149;6038
250150;4630
250151;2899
250153;700
250154;1654
250155;8306
250156;4511
250157;5448
250158;3824
250161;6534
250164;9177
250165;5326
250166;683
250177;6191
250178;9286
250179;3453
250180;6709
250181;9850
250182;9061
250183;1825
250184;8592
250185;2840
250186;4001
250188;1926
250191;319
250193;3877
250194;4265
250195;2680
250196;3784
250198;5852
250199;6582
250200;4432
250203;1206
250205;6192
250206;688
250207;1641
250208;85
250209;7710
25021;8245
250210;2017
250211;1700
250212;3680
250213;6934
250219;6729
250220;3779
250221;5616
250222;8322
250223;7941
250224;7836
250225;8361
250226;8576
250227;6764
250228;5076
250229;3133
25023;8730
250230;9534
250231;7955
250232;1222
250233;108
250234;6129
250235;5021
250236;8856
250237;1372
250238;9956
250240;2965
250243;3190
250244;698
250245;223
250246;3768
250248;2060
250250;7544
250251;6260
250252;775
250256;3062
250257;2433
250259;5164
25026;8104
250260;8497
250261;1313
250264;9953
250266;7732
250267;4010
250269;7764
250272;8979
250273;4195
250275;8860
250276;5558
250281;4596
250282;8246
250287;8389
250288;6379
250289;8584
25029;3163
250292;9081
250293;521
250294;5182
250296;4764
250297;5004
250298;3393
250300;5840
250301;6387
250302;3262
250303;2909
250305;9363
250308;7275
250309;172
250310;2647
250311;849
250312;8384
250314;5683
250315;7768
250318;4836
250321;1056
250330;3079
250335;1932
250336;1180
250338;288
250346;1192
250347;7749
250348;6903
250349;6643
250351;6519
250353;2893
250354;7669
250356;6194
250357;3305
250359;9435
250360;5886
250361;2231
250381;4652
250384;5241
250385;7500
250386;5535
250387;8597
250388;612
250389;5484
250391;6385
250392;3295
250393;2956
250394;6561
250395;5993
250396;3258
250397;5761
250403;3012
250404;3793
250414;783
250415;8572
250417;3095
250418;4867
250419;3578
250420;8088
250421;1708
250422;7647
250433;7132
250434;6209
250435;5239
250436;3870
250437;9483
250438;6328
250439;8227
250440;4624
250441;1325
250442;9773
250443;8677
250444;8225
250445;4297
250446;6780
250447;1244
250448;1112
250449;6544
250450;1865
250451;7951
250452;5188
250454;6305
250455;7508
250457;8804
250458;6263
250459;1534
250460;6257
250463;5797
250464;5941
250466;2794
250467;8806
250468;2873
250469;1051
250470;6471
250471;4426
250473;8547
250474;4546
250475;9995
250480;9753
250481;5407
250482;7545
250483;1315
250484;8428
250485;1842
250486;1930
250487;9172
250488;9864
250489;327
250490;9996
250492;3784
250493;6732
250495;9082
250498;1113
25050;7319
250512;7274
250513;3205
250514;9835
250515;715
250517;715
250519;964
250520;4742
250521;4526
250522;3248
250523;7264
250526;2449
250534;7649
250535;6737
250536;8036
250537;580
250540;9512
250542;1790
250543;5507
250545;363
250546;6441
250547;344
250549;5751
250550;1582
250551;9208
250552;4901
250553;4406
250556;1488
25056;9315
250563;4687
250564;1590
250566;4713
250568;7738
250570;1914
250571;7177
250574;451
250576;3824
250578;8349
250579;6647
250580;8319
250583;8962
250584;230
250585;8098
250586;1853
250587;7143
250588;2263
250589;9186
250592;6095
250594;8633
250595;1258
250596;8886
250597;6436
250598;2857
250599;3087
250607;1475
250609;7890
250610;1135
250616;1669
250617;4486
250618;2190
250619;9156
250621;4122
250623;1179
250624;939
250625;9045
250627;3260
250629;1104
250631;9758
250633;9800
250634;2595
250636;4975
250637;290
250638;7906
250640;4229
250641;6889
250643;491
250644;6920
250645;9475
250646;9734
250647;5282
250648;4078
250649;397
250650;4939
250651;2596
250654;7033
250655;7316
250657;6802
250658;655
250659;3071
250661;2560
250664;1195
250665;2080
250666;3400
250671;8810
250673;1833
250674;5389
250675;6153
25068;164
250682;2719
250684;4390
250688;7651
250693;4506
250694;310
250696;3035
250697;8113
250698;1931
250700;3255
250701;9890
250702;8429
250703;3692
250705;1258
250706;7562
250707;497
250708;1421
250709;2662
250710;4354
250711;5445
250712;9965
250713;7006
250714;5935
250716;3909
250717;8003
250718;2923
250719;6882
250722;2076
250723;4466
250724;556
250725;56
250726;9868
250727;8680
250728;8137
250729;9118
250730;3691
250731;4964
250732;6660
250733;1178
250734;2945
250735;1121
250736;3472
250737;5176
250738;8411
250739;6458
250740;1526
250741;9067
250742;5280
250743;8221
250744;4135
250745;3466
250746;3209
250747;1293
250748;2421
250749;3621
250750;5390
250751;2585
250752;1273
250753;9552
250754;873
250756;2990
250768;6782
250769;1281
250771;6881
250772;1735
250773;2857
250774;4774
250777;3373
250778;1915
250782;4920
250783;547
250784;5200
250785;6229
250786;5388
250787;1233
250789;2285
250792;7048
250793;1798
250794;891
250796;1338
250797;5007
250798;6018
250799;1567
25080;2201
250801;8797
250802;7456
250803;3144
250804;9384
250805;4769
250810;9043
250811;5374
250812;9381
250813;6905
250815;497
250817;1648
250818;5605
250819;8339
250821;4767
250822;9694
250823;3080
250824;5783
250825;9573
250826;5625
250827;3616
250828;8055
250829;6255
250830;8683
250832;4323
250833;9764
250834;7413
250838;6115
250839;3486
250840;2098
250842;9542
250843;274
250844;9555
250845;1379
250846;9056
250847;2380
250849;8439
250853;5895
250858;2480
250859;9693
250860;2761
250861;7649
250863;658
250864;1630
250865;2475
250866;9681
250867;8629
250868;8230
250869;9855
250870;1049
250871;9195
250872;3375
250873;6590
250876;6491
250877;5717
250880;6003
250881;9598
250885;4897
250886;1741
250887;8032
250888;490
250890;8660
250891;6398
250893;7821
250894;3509
250895;4112
250896;9773
250897;5647
250898;1221
250900;5778
250901;5210
250902;1263
250903;750
250904;2505
250905;472
250909;3054
25091;4881
250913;5450
250914;3682
250915;9172
250916;7248
250917;3767
250918;9128
250919;8934
25092;5579
250920;9567
250921;8961
250922;7221
250923;6412
250924;400
250925;4903
250926;1496
250927;6675
25093;7236
250933;7465
250934;6256
250936;8922
250937;5463
25094;1083
250940;5245
250941;1304
250945;6225
250949;485
250950;4392
250951;2263
250952;3436
250953;1914
250954;9897
250955;2695
250957;8088
250958;2081
250959;7126
250960;9598
250964;6769
250965;683
250966;4330
250967;8531
250968;2748
250969;4519
250970;1700
250971;1599
250972;4824
250974;1533
250975;1149
250977;3430
250978;593
250980;7166
250981;9283
250983;9531
250985;4812
250986;7163
250987;1680
250988;4776
250989;3570
25099;1285
250990;2336
250993;8801
250995;1148
250997;5861
250998;1957
250999;1217
25100;8436
251000;5728
251003;9976
251004;9983
251005;238
251006;3291
251007;6935
251008;119
251009;1602
25101;1669
251011;8130
251012;3784
251015;2511
251016;8652
251017;9688
251018;7690
251019;3028
25102;957
251020;4645
251021;6155
251026;9733
25103;1795
251031;2950
251032;9608
251033;9683
251034;7055
251035;2459
251036;1266
251038;8077
251039;1988
251042;1348
251043;7688
251044;8600
251045;5060
251046;5576
251047;6823
25106;2916
251064;4059
251065;5477
251066;9348
251067;8151
251068;6175
251069;407
25107;1916
251070;336
251071;6590
251073;4167
251074;2136
251075;143
251077;7971
251078;6943
25108;9340
251082;9347
251083;4306
251084;4864
251095;5554
25110;2487
251101;6818
251102;8025
251103;2511
251104;7048
251105;8054
251106;6954
251107;7143
251108;8654
25111;7966
251116;8942
25112;9525
251120;5897
251121;9426
251122;2854
251123;9641
251124;1949
251125;827
251127;5783
251128;1506
251129;6987
25113;3376
251130;8985
251131;9961
251132;8317
251133;6254
251134;3466
251135;6601
251148;63
25115;8303
251150;2953
251151;4810
251153;813
251154;2432
251155;838
251156;3576
251158;6629
251159;3812
251161;2782
251162;7526
251164;7823
251165;5768
251166;7963
251167;8399
251168;7050
251169;2614
251170;5363
251172;780
251174;4080
251175;4011
251176;4943
25118;8135
251180;1970
251181;4535
251182;1240
251183;2833
251184;2769
251186;6237
251188;3044
251189;5682
25119;1242
251190;1677
251191;8014
251193;2733
251195;5780
251197;8981
251198;2561
25120;3920
251202;9363
251203;6229
251207;958
251208;5283
251209;2552
25121;3244
251210;1315
251211;10000
251212;6610
251216;6103
251217;3888
251218;1994
25122;4834
251221;5681
251222;6976
251223;9173
251225;2220
251226;4079
251227;5914
251228;5623
25123;4984
251230;3928
251231;2526
251233;4084
251234;9549
251235;902
251236;6475
251237;4163
251238;7076
251239;4279
25124;1316
251240;8131
251241;1142
251242;5259
251243;5272
251244;9542
251245;5194
251246;186
25125;5602
251250;4505
251251;182
251252;2941
251254;938
251255;2421
251258;1616
251260;9758
251261;4099
251262;2397
251265;3042
251266;7011
251267;985
251268;8789
251269;2879
25127;2040
251271;336
251272;7443
251273;4523
251275;9314
251276;4721
251278;462
251279;650
25128;1207
251280;7928
251281;1923
251282;5507
251283;1427
251284;8969
251285;3941
25129;5666
251291;9282
251293;4306
251295;9279
251296;680
25130;7520
251300;3923
251301;9871
251303;1106
251304;2123
251305;819
251306;1265
251307;5571
251308;5389
251310;6432
251311;5357
251321;1293
251322;2239
251324;8985
251327;2963
251328;4182
251329;6688
25133;1544
251330;9993
251332;518
251333;4178
251334;41
251335;1927
251336;3897
251337;1769
251338;4663
251339;1111
25134;2299
251340;6733
251343;4106
251353;4296
251354;2248
251355;5777
25136;6257
251361;9895
251362;7596
251368;2196
251369;1937
25137;850
251370;7372
251371;3730
251372;5054
251373;3986
251374;222
251375;97
251376;7608
25138;9755
251381;1132
25140;5439
251401;4399
251404;897
251405;8614
251406;7784
25141;2500
251411;1699
251414;9836
251417;1857
251418;4153
25142;1648
251424;4437
251425;8780
251427;9801
251428;3291
251429;8567
251431;3230
251432;2565
251434;5726
251435;2790
251436;4661
251437;5796
251446;1218
251447;6939
251448;4028
251449;7973
251452;2134
251453;272
251456;523
251457;4704
251458;9303
251459;4290
25146;7381
251460;9602
251461;7436
251465;6073
251466;3996
251467;1343
251469;3487
25147;6315
251471;9469
251474;3221
251477;9345
25148;1398
251482;805
251483;638
251484;2680
251485;4348
251489;8874
25149;6076
251490;3226
251494;9099
251495;9070
251496;1901
251497;2270
251499;2407
25150;7934
251500;1897
251501;7291
251502;3417
251503;729
251504;216
251508;9158
251509;519
25151;5115
251510;2156
251511;1047
251512;2951
251513;3508
251516;9161
251528;7494
251529;5845
25153;2982
251530;1634
251533;4766
251534;2092
251535;172
251536;9022
251537;1369
251538;6675
251539;5576
25154;1260
251540;400
251542;3707
251544;1054
251546;8598
251555;4571
251556;5269
251558;9164
251559;5258
25156;9283
251561;4595
251562;1695
251563;9219
251565;2370
251566;553
25157;8766
251572;3075
251573;9366
25158;8512
251580;6446
251581;9445
251582;6356
251583;855
251584;3216
251585;6217
251586;8545
251587;6157
251589;2802
25159;3874
251591;9717
251596;1546
251597;7235
251606;9657
251607;860
251609;4561
251610;4057
251613;9786
251616;7256
251619;1911
251630;4974
251631;6995
251632;7512
251633;1333
251634;8262
251635;8028
251636;9093
251637;4929
251658;7691
251659;952
251664;7907
251665;6522
251668;3386
251669;3845
251670;2246
251671;2476
251672;5371
251675;9677
251676;7409
251677;6382
251680;2876
251681;4795
251682;6472
251683;216
251684;3965
251685;6958
251686;6433
251688;9834
251690;515
251691;1632
251692;3963
251693;9634
251695;8258
251702;7616
251703;5655
251708;8746
251709;4856
251711;2319
251712;2336
251713;7204
251714;5054
251715;146
251717;509
251718;9225
251719;6326
251720;1220
251721;6029
251723;5861
251725;7415
251726;9806
251727;3769
251728;1823
251729;2945
251730;6930
251731;1543
251732;6843
251733;1103
251734;6368
251736;7169
251737;5609
251738;324
251739;8143
251741;9323
251742;3122
251746;9544
251747;8561
251748;7154
251749;4981
251750;7118
251751;2980
251753;6295
251754;5917
251755;964
251756;5258
251757;3758
251758;7016
251759;4841
251760;8889
251762;4050
251763;9753
251764;9155
251765;6041
251766;9038
251768;77
251769;1606
251770;1540
251771;7882
251772;3344
251773;4254
251778;7911
251779;104
251780;3490
251781;3032
251782;8827
251783;1452
251784;8325
251785;1962
251786;8312
251787;3624
251788;6236
251789;6901
251790;7561
251791;8346
251792;3288
251793;9181
251794;2596
251795;6660
251796;2980
251797;5714
251798;424
251799;4415
251800;7292
251801;5448
251804;3829
251805;4624
251806;3694
251807;4264
251808;8102
251809;460
251810;7522
251811;6829
251812;6008
251813;8749
251814;9908
251815;3402
251816;9141
251817;3727
251819;3865
251820;4022
251822;7718
251823;2247
251824;8970
251825;2283
251826;7431
251827;1692
251828;132
251829;4325
251830;3823
251832;3474
251836;3545
251837;1624
251839;4192
251840;6989
251841;47
251843;1661
251844;731
251845;8379
251857;6246
251858;9982
251859;9521
251860;1884
251861;8149
251862;2465
251868;414
251869;3673
251870;1031
251871;8628
251872;9387
251873;2964
251874;291
251875;9417
251876;95
251877;816
251878;5505
251879;2338
251880;4451
251884;6582
251885;6488
251886;5237
251887;658
251888;9829
251889;1601
251890;2345
251891;1068
251892;392
251893;9778
251895;3893
251898;234
251900;7625
251903;5919
251905;1041
251907;3149
251910;3047
251919;3802
251921;4458
251922;923
251923;6379
251924;2784
251925;6734
251926;5226
251927;7564
251928;2084
251930;102
251931;9139
251932;5543
251933;8359
251936;1881
251941;250
251942;7496
251943;9919
251944;4527
251945;7781
251946;939
251947;1198
251948;3690
251949;6212
251950;9570
251951;6379
251952;8762
251953;6648
251954;3519
251955;6657
251956;1180
251957;7302
251958;4452
251959;6763
251960;3967
251961;8738
251962;1825
251969;5871
251970;2271
251971;3482
251972;3594
251975;7235
251976;3440
251977;2335
251978;9987
251979;4372
251981;6380
251982;8323
251984;7186
251986;4820
251988;5359
251989;9582
251990;4535
251991;9250
251993;6002
251996;3935
251998;2358
251999;9546
252000;4156
252001;854
252002;5559
252003;4186
252004;2552
252005;4978
252010;6508
252011;4450
252013;7250
252021;4515
252025;9527
252026;7343
252029;5746
252030;4663
252036;1875
252037;687
252038;6381
252040;6546
252041;7923
252043;7647
252044;8466
252050;2954
252051;5147
252052;5623
252053;2346
252054;9835
252055;8601
252056;8276
252057;788
252058;813
252059;5403
252060;3087
252061;5383
252062;7067
252064;9468
252065;8619
252066;1852
252067;8148
252068;5613
252069;3244
252070;6953
252071;4276
252072;5855
252073;3814
252074;1844
252075;3236
252081;2791
252082;6299
252083;2891
252084;4455
252085;6713
252086;2404
252087;4330
252088;8082
252089;5651
252090;3072
252091;4560
252092;2554
252093;2999
252094;4148
252095;4525
252096;4635
252098;4603
252111;9701
252112;9724
252115;2257
252116;7175
252117;3703
252118;1636
252119;4457
252120;7649
252121;8670
252122;6794
252123;7539
252124;1429
252125;5818
252126;6231
252127;7042
252128;1127
252129;1163
252130;9776
252131;7108
252132;2130
252133;4901
252142;2983
252143;3492
252144;3160
252145;4005
252146;4955
252147;6889
252148;166
252149;4093
252159;9404
252160;3427
252165;8030
252166;1841
252167;2509
252168;223
252169;7852
252170;2750
252171;9468
252172;4355
252173;9565
252174;4346
252175;2738
252176;9037
252177;3847
252178;8987
252179;4241
252181;4733
252182;3194
252183;5878
252184;8017
252185;3648
252186;9867
252187;1053
252189;836
252190;9039
252191;5999
252192;5727
252193;145
252194;2265
252195;8084
252196;6374
252197;4721
252198;2148
252199;1231
252200;2285
252201;1295
252202;1961
252203;8487
252210;3736
252211;5785
252212;1098
252213;234
252214;5330
252215;2032
252216;9385
252218;6258
252219;1357
252220;5012
252221;2232
252222;8511
252226;8997
252227;8095
252231;8534
252232;402
252233;6698
252234;8182
252236;5826
